type,name,capacity,time-19:30,generation-19:30,note-19:30,time-19:40,generation-19:40,note-19:40,time-19:50,generation-19:50,note-19:50,time-20:00,generation-20:00,note-20:00,time-20:10,generation-20:10,note-20:10,time-20:20,generation-20:20,note-20:20,time-20:30,generation-20:30,note-20:30,time-20:40,generation-20:40,note-20:40,time-20:50,generation-20:50,note-20:50
hydro,嘉南西口、烏山頭和八田,22.5,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
hydro,后里示範,0.1,19:30,N/A,,19:40,N/A,,19:50,N/A,,20:00,N/A,,20:10,N/A,,20:20,N/A,,20:30,N/A,,20:40,N/A,,20:50,N/A,
hydro,卑南,2.0,19:30,0.6,,19:40,0.6,,19:50,0.6,,20:00,0.6,,20:10,0.6,,20:20,0.6,,20:30,0.6,,20:40,0.6,,20:50,0.6,
hydro,捷祥關山,1.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
hydro,小計,2092.5(4.212%),19:30,242.2(0.767%),,19:40,278.4(0.878%),,19:50,288.5(0.911%),,20:00,291.7(0.915%),,20:10,290.7(0.916%),,20:20,280.1(0.884%),,20:30,282.7(0.893%),,20:40,265.5(0.842%),,20:50,305.8(0.964%),
wind,石門,4.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.1,
wind,林口,6.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,蘆竹,7.2,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,大潭,15.1,19:30,0.2,,19:40,0.1,,19:50,0.3,,20:00,0.3,,20:10,0.5,,20:20,0.3,,20:30,0.1,,20:40,0.1,,20:50,0.1,
wind,觀園,30.0,19:30,0.4,,19:40,0.3,,19:50,0.4,,20:00,0.5,,20:10,0.2,,20:20,0.5,,20:30,0.2,,20:40,0.1,,20:50,0.3,
wind,香山,12.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,台中,6.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,台中港,36.0,19:30,0.0,,19:40,0.0,,19:50,0.1,,20:00,0.1,,20:10,0.1,,20:20,0.1,,20:30,0.1,,20:40,0.1,,20:50,0.1,
wind,王功,23.0,19:30,0.1,,19:40,0.1,,19:50,0.1,,20:00,0.2,,20:10,0.0,,20:20,0.0,,20:30,0.2,,20:40,0.1,,20:50,0.2,
wind,彰工,71.2,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.1,,20:50,0.1,
wind,永興,9.2,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,離岸一期(註10),-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,雲麥,46.0,19:30,0.0,,19:40,0.0,,19:50,0.7,,20:00,0.8,,20:10,0.5,,20:20,0.4,,20:30,0.1,,20:40,0.0,,20:50,0.1,
wind,四湖,28.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.5,,20:20,0.6,,20:30,0.7,,20:40,0.5,,20:50,0.2,
wind,恆春,4.5,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,澎湖中屯,4.8,19:30,0.2,,19:40,0.2,,19:50,0.2,,20:00,0.2,,20:10,0.2,,20:20,0.2,,20:30,0.2,,20:40,0.2,,20:50,0.2,
wind,金門金沙,4.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,澎湖湖西,5.4,19:30,0.1,,19:40,0.1,,19:50,0.1,,20:00,0.1,,20:10,0.1,,20:20,0.1,,20:30,0.1,,20:40,0.1,,20:50,0.1,
wind,苗栗竹南,7.8,19:30,0.1,,19:40,0.0,,19:50,0.1,,20:00,0.1,,20:10,0.1,,20:20,0.1,,20:30,0.2,,20:40,0.2,,20:50,0.1,
wind,苗栗大鵬,42.0,19:30,3.2,,19:40,2.6,,19:50,2.1,,20:00,1.8,,20:10,1.8,,20:20,1.2,,20:30,0.8,,20:40,1.3,,20:50,1.3,
wind,鹿威彰濱,55.2,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,鹿威鹿港,41.4,19:30,0.6,,19:40,0.6,,19:50,0.6,,20:00,0.6,,20:10,0.6,,20:20,0.6,,20:30,0.6,,20:40,0.6,,20:50,0.6,
wind,觀威觀音&amp;桃威新屋,48.3,19:30,0.3,,19:40,0.3,,19:50,0.3,,20:00,0.5,,20:10,0.3,,20:20,0.3,,20:30,0.3,,20:40,0.1,,20:50,0.3,
wind,中威大安,75.9,19:30,0.0,,19:40,0.2,,19:50,0.9,,20:00,1.5,,20:10,1.5,,20:20,1.9,,20:30,1.8,,20:40,1.5,,20:50,1.2,
wind,崎威崎頂,6.9,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.1,,20:50,0.1,
wind,豐威,11.5,19:30,0.1,,19:40,0.0,,19:50,0.1,,20:00,0.1,,20:10,0.2,,20:20,0.2,,20:30,0.1,,20:40,0.2,,20:50,0.4,
wind,龍威後龍,44.1,19:30,0.1,,19:40,0.2,,19:50,0.1,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.2,,20:50,0.4,
wind,苗栗通苑,39.1,19:30,0.8,,19:40,0.7,,19:50,0.4,,20:00,0.4,,20:10,0.7,,20:20,0.7,,20:30,0.5,,20:40,0.4,,20:50,0.7,
wind,安威,11.5,19:30,0.1,,19:40,0.1,,19:50,0.1,,20:00,0.1,,20:10,0.1,,20:20,0.2,,20:30,0.2,,20:40,0.2,,20:50,0.1,
wind,清風清水,2.3,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,東鋼龍港,11.5,19:30,0.8,,19:40,0.4,,19:50,0.4,,20:00,0.4,,20:10,0.4,,20:20,0.2,,20:30,0.1,,20:40,0.3,,20:50,0.3,
wind,海洋竹南,128.0,19:30,16.4,,19:40,14.5,,19:50,11.3,,20:00,11.3,,20:10,10.3,,20:20,10.1,,20:30,10.9,,20:40,13.0,,20:50,13.4,
wind,禾風麥寮,2.3,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
wind,小計,840.2(1.691%),19:30,23.5(0.074%),,19:40,20.4(0.064%),,19:50,18.2(0.058%),,20:00,18.9(0.059%),,20:10,18.0(0.057%),,20:20,17.6(0.056%),,20:30,17.1(0.054%),,20:40,19.3(0.061%),,20:50,20.3(0.064%),
solar,金門金沙,0.5,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,台中生水池,2.1,19:30,0.003,,19:40,0.003,,19:50,0.003,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,興達生水池,1.6,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,嘉義民雄,0.1,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,中部儲運,0.1,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,東勢新伯公,0.1,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,永安鹽灘地,4.6,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,路北,0.1,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,中原大學,0.0,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,大潭生水池,0.6,19:30,0.002,,19:40,0.002,,19:50,0.002,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,核三生水池,1.5,19:30,0.001,,19:40,0.001,,19:50,0.001,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,七美,0.4,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,尖山,0.1,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,卓蘭,0.0,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,后里,0.1,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,台中龍井,6.5,19:30,0.009,,19:40,0.009,,19:50,0.009,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,七股,1.8,19:30,0.798,,19:40,0.798,,19:50,0.798,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,龍潭E/S,0.2,19:30,0.001,,19:40,0.001,,19:50,0.001,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,竹工E/S,0.2,19:30,0.002,,19:40,0.002,,19:50,0.002,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,中科E/S,0.2,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,彰林E/S,0.3,19:30,0.001,,19:40,0.001,,19:50,0.001,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,高雄E/S,0.4,19:30,0.000,資料維修中,19:40,0.000,資料維修中,19:50,0.000,資料維修中,20:00,0.000,資料維修中,20:10,0.000,資料維修中,20:20,0.000,資料維修中,20:30,0.000,資料維修中,20:40,0.000,資料維修中,20:50,0.000,資料維修中
solar,燕巢倉庫,0.5,19:30,0.004,,19:40,0.004,,19:50,0.004,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,大潭,0.7,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,北儲,0.9,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,彰濱光,100.0,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,南鹽光(註10),-,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,崙尾光(註10),-,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,太陽能購電(註7),5435.2,19:30,0.000,,19:40,0.000,,19:50,0.000,,20:00,0.000,,20:10,0.000,,20:20,0.000,,20:30,0.000,,20:40,0.000,,20:50,0.000,
solar,小計,5558.8(11.188%),19:30,0.8(0.003%),,19:40,0.8(0.003%),,19:50,0.8(0.003%),,20:00,0.0(0.000%),,20:10,0.0(0.000%),,20:20,0.0(0.000%),,20:30,0.0(0.000%),,20:40,0.0(0.000%),,20:50,0.0(0.000%),
pumpinggen,大觀二#1,250.0,19:30,139.6,,19:40,140.6,,19:50,144.5,,20:00,135.0,,20:10,147.7,,20:20,136.8,,20:30,142.0,,20:40,143.8,,20:50,145.9,
pumpinggen,大觀二#2,250.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpinggen,大觀二#3,250.0,19:30,145.6,,19:40,141.0,,19:50,149.8,,20:00,233.5,,20:10,210.3,,20:20,135.4,,20:30,137.8,,20:40,130.1,,20:50,0.0,
pumpinggen,大觀二#4,250.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpinggen,明潭#1,267.0,19:30,174.2,,19:40,185.7,,19:50,178.9,,20:00,180.0,,20:10,180.3,,20:20,176.9,,20:30,183.3,,20:40,179.6,,20:50,190.4,
pumpinggen,明潭#2,267.0,19:30,146.7,,19:40,148.7,,19:50,147.3,,20:00,176.3,,20:10,186.3,,20:20,151.0,,20:30,153.4,,20:40,164.8,,20:50,198.1,
pumpinggen,明潭#3,267.0,19:30,137.2,,19:40,146.7,,19:50,152.7,,20:00,162.1,,20:10,181.3,,20:20,180.6,,20:30,192.7,,20:40,181.0,,20:50,179.3,
pumpinggen,明潭#4,267.0,19:30,148.3,,19:40,146.0,,19:50,154.1,,20:00,173.9,,20:10,181.6,,20:20,149.3,,20:30,157.4,,20:40,158.8,,20:50,189.7,
pumpinggen,明潭#5,267.0,19:30,141.9,,19:40,148.7,,19:50,138.6,,20:00,180.0,,20:10,191.7,,20:20,150.0,,20:30,151.7,,20:40,169.5,,20:50,202.2,
pumpinggen,明潭#6,267.0,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpinggen,小計,2602.0(5.237%),19:30,1033.5(3.272%),,19:40,1057.4(3.336%),,19:50,1065.9(3.367%),,20:00,1240.8(3.893%),,20:10,1279.2(4.029%),,20:20,1080.0(3.409%),,20:30,1118.3(3.533%),,20:40,1127.6(3.578%),,20:50,1105.6(3.486%),
pumpingload,大觀二#1,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpingload,大觀二#2,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpingload,大觀二#3,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpingload,大觀二#4,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpingload,明潭#1,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpingload,明潭#2,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpingload,明潭#3,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpingload,明潭#4,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpingload,明潭#5,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
pumpingload,明潭#6,-,19:30,0.0,,19:40,0.0,,19:50,0.0,,20:00,0.0,,20:10,0.0,,20:20,0.0,,20:30,0.0,,20:40,0.0,,20:50,0.0,
geothermal,小型地熱能,0.3,19:30,0.2,,19:40,0.2,,19:50,0.2,,20:00,0.2,,20:10,0.2,,20:20,0.2,,20:30,0.2,,20:40,0.2,,20:50,0.2,
geothermal,小計,0.3(0.001%),19:30,0.2(0.001%),,19:40,0.2(0.001%),,19:50,0.2(0.001%),,20:00,0.2(0.001%),,20:10,0.2(0.001%),,20:20,0.2(0.001%),,20:30,0.2(0.001%),,20:40,0.2(0.001%),,20:50,0.2(0.001%),
